"Timestamp","Bu formu hangi dilde doldurmak istersiniz?
Which language would you like to complete this form in?","1- Please select the name of your department or major. (If you have a double major, please select your main department.)","2-Are you currently enrolled in a double major or minor program?","3- What is your current year of study?","4- Please indicate your age group.","5- Which of the following best describes your gender identity?","6- Please indicate your current cumulative GPA (on a 4.00 scale).","7- Are you currently employed, interning, or working freelance?","8-I believe my university education adequately prepares me for employment. (1 = Strongly disagree → 5 = Strongly agree)","9- I am satisfied with the career support and resources provided by my university. (1 = Strongly disagree → 5 = Strongly agree)","10- I feel confident in my technical and professional skills (e.g., programming, communication, teamwork).","11- How often do you participate in skill-building activities (courses, workshops, certificates, competitions)?","12- How active are you in building your professional network (career events, LinkedIn, mentorship, etc.)?","13- After completing your degree, what is your primary plan?","14- How confident are you that this gap year will benefit your future career or education?","15- What do you plan to do during your gap year?","14- How do you plan to finance your business?","15- In which sector are you planning to build your business? (Select all options that apply.)","14- How confident are you in finding a job within 6 months after graduation?","15- Do you plan to work in a field directly related to your major?","14- What is your main reason for wanting to pursue a Master’s or PhD degree?","15- What is the most important criteria for you when choosing a graduate program?","14- How certain are you about this plan? (1 = Not certain / 5 = Very certain)","15-When do you expect to start implementing this plan?","16- Where would you ideally like to work five years from now?","17- What is your expected net monthly salary for your first full-time job (in TL)? Please specify an approximate range.","18- Which working style do you prefer for your future job?","19- Financial security is the single most important aspect when choosing my first job (1 = Strongly disagree → 5 = Strongly agree)","20- I expect to stay at my first job for less than three years.","21- I believe my diploma alone will be enough for me to find a good job. (1 = Strongly disagree → 5 = Strongly agree)","22- I think I might need a second job to maintain a decent standard of living. (1 = Strongly disagree → 5 = Strongly agree)","23- Having flexibility (remote work, flexible hours) is a priority for me in a job. (1 = Strongly disagree → 5 = Strongly agree)","24- I am open to considering work opportunities abroad. (1 = Strongly disagree → 5 = Strongly agree)","25- I think work–life balance is more important than career prestige. (1 = Strongly disagree → 5 = Strongly agree)","26- I would accept a lower salary for a job that aligns with my values. (1 = Strongly disagree → 5 = Strongly agree)","27- I believe I need to work more than 40 hours a week to earn a high salary. (1 = Strongly disagree → 5 = Strongly agree)","28- I believe my long-term career success depends more on luck than on hard work. (1 = Strongly disagree → 5 = Strongly agree)","29-  Please order the following from 1 (most important) to 5 (least important) according to your priorities. Each number can be used only once. [Work–life balance]","29-  Please order the following from 1 (most important) to 5 (least important) according to your priorities. Each number can be used only once. [ High salary & benefits]","29-  Please order the following from 1 (most important) to 5 (least important) according to your priorities. Each number can be used only once. [ Meaningful work (positive social impact)]","29-  Please order the following from 1 (most important) to 5 (least important) according to your priorities. Each number can be used only once. [ Career stability]","29-  Please order the following from 1 (most important) to 5 (least important) according to your priorities. Each number can be used only once. [ Autonomy & independence]"
1762361282.904,"Türkçe -Turkish","Business Administration","No","Preparatory","18–20","Male","3.51–4.0","No",4,5,5,"Often","Active","Start a full-time job",NA,NA,NA,NA,4,"Yes",NA,NA,NA,NA,"In Turkey – international company","50.000–69.999","Hybrid",3,2,1,1,4,3,4,4,4,1,"1 (Most important)","2.0","3.0","5 (Least important)","4.0"
1762361613.245,"Türkçe -Turkish","Political Science and Public Administration","No","2nd year","18–20","Female","3.01–3.5","No",4,5,4,"Sometimes","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","Job opportunities",NA,NA,"In Turkey – international company","50.000–69.999","In-office",2,2,3,1,4,5,5,3,3,2,"2.0","1 (Most important)","5 (Least important)","3.0","4.0"
1762361797.928,"Türkçe -Turkish","Computer Engineering","No","4th year","24 and over","Male","2.01–2.5","Yes, part-time",4,1,4,"Rarely","Not active at all","Start a full-time job",NA,NA,NA,NA,5,"Yes",NA,NA,NA,NA,"In Turkey – international company","70.000–99.999","In-office",3,4,4,1,2,4,4,4,2,3,"2.0","1 (Most important)","3.0","4.0","5 (Least important)"
1762363597.256,"Türkçe -Turkish","Mining Engineering","No","1st year","18–20","Male","0–2.0","No",4,3,4,"Sometimes","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","University reputation",NA,NA,"In Turkey – international company","50.000–69.999","Hybrid",3,4,4,2,2,5,5,4,2,3,"1 (Most important)","2.0","5 (Least important)","3.0","4.0"
1762363810.772,"Türkçe -Turkish","Computer Engineering","No","Master's","24 and over","Male","3.51–4.0","No",3,4,3,"Sometimes","Rarely active","Start a full-time job",NA,NA,NA,NA,3,"Probably yes",NA,NA,NA,NA,"I don't know","50.000–69.999","Fully remote",4,3,1,2,4,4,5,3,2,3,"1 (Most important)","2.0","3.0","4.0","5 (Least important)"
1762364765.315,"Türkçe -Turkish","Civil Engineering","No","1st year","18–20","Male","3.51–4.0","No",2,2,4,"Sometimes","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain experience abroad","University reputation",NA,NA,"Abroad","70.000–99.999","Hybrid",3,5,2,2,3,4,3,3,2,4,"1 (Most important)","2.0","5 (Least important)","3.0","4.0"
1762365841.163,"Türkçe -Turkish","Political Science and Public Administration","No","1st year","18–20","Male","3.01–3.5","No",3,2,3,"Never","Somewhat active","Start a full-time job",NA,NA,NA,NA,4,"Not sure",NA,NA,NA,NA,"In Turkey – international company","30.000–49.999","Hybrid",3,3,2,2,3,4,2,3,1,3,"5 (Least important)","2.0","4.0","3.0","1 (Most important)"
1762366012.044,"Türkçe -Turkish","Computer Engineering","No","2nd year","18–20","Prefer not to say","3.01–3.5","No",4,4,4,"Sometimes","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","University reputation",NA,NA,"Abroad","Prefer not to say","In-office",4,3,3,2,2,4,3,2,4,2,"1 (Most important)","2.0","4.0","3.0","5 (Least important)"
1762366259.426,"Türkçe -Turkish","Mechanical Engineering","No","1st year","18–20","Male","3.51–4.0","No",4,5,4,"Sometimes","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","University reputation",NA,NA,"Abroad","70.000–99.999","In-office",2,4,3,1,1,4,4,4,3,2,"1 (Most important)","3.0","2.0","4.0","5 (Least important)"
1762372003.93,"Türkçe -Turkish","Physics","No","2nd year","21–23","Male","3.51–4.0","No",4,3,4,"Never","Not active at all","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"Academic career goal","University reputation",NA,NA,"Abroad","70.000–99.999","Hybrid",2,3,4,1,4,5,4,4,2,3,"1 (Most important)","2.0","5 (Least important)","4.0","3.0"
1762372034.378,"Türkçe -Turkish","Aerospace Engineering","No","1st year","18–20","Male","3.51–4.0","No",4,4,5,"Often","Rarely active","Start a full-time job",NA,NA,NA,NA,5,"Yes",NA,NA,NA,NA,"Abroad","100.000+","In-office",5,4,4,1,2,4,2,3,1,1,"3.0","1 (Most important)","5 (Least important)","2.0","4.0"
1762372263.368,"Türkçe -Turkish","Electrical and Electronics Engineering","No","2nd year","21–23","Female","3.01–3.5","Yes, part-time",3,4,4,"Rarely","Rarely active","Start a full-time job",NA,NA,NA,NA,5,"Yes",NA,NA,NA,NA,"Abroad","70.000–99.999","Hybrid",3,5,2,1,5,5,5,5,1,1,"3.0","4.0","1 (Most important)","5 (Least important)","2.0"
1762372613.957,"Türkçe -Turkish","Statistics","No","2nd year","21–23","Prefer not to say","2.51–3.0","No",3,1,4,"Sometimes","Somewhat active","Start a full-time job",NA,NA,NA,NA,4,"Yes",NA,NA,NA,NA,"I don't know","Prefer not to say","Hybrid",4,3,2,3,4,5,5,4,4,3,"1 (Most important)","2.0","5 (Least important)","3.0","4.0"
1762374065.492,"Türkçe -Turkish","Mechanical Engineering","No","Preparatory","Under 18","Male","3.01–3.5","No",3,4,3,"Rarely","Not active at all","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain experience abroad","Job opportunities",NA,NA,"In Turkey – international company","70.000–99.999","Hybrid",3,2,2,1,4,4,4,3,1,2,"4.0","2.0","5 (Least important)","3.0","1 (Most important)"
1762374309.558,"Türkçe -Turkish","International Relations","No","Preparatory","18–20","Female","2.51–3.0","No",3,3,5,"Often","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","University reputation",NA,NA,"Abroad","100.000+","Hybrid",3,2,3,1,4,5,5,5,1,2,"2.0","5 (Least important)","4.0","1 (Most important)","3.0"
1762378458.247,"Türkçe -Turkish","Mathematics","No","1st year","18–20","Male","2.51–3.0","No",3,4,4,"Sometimes","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"Academic career goal","University reputation",NA,NA,"I don't know","50.000–69.999","In-office",3,2,3,2,2,5,3,4,3,2,"4.0","3.0","2.0","1 (Most important)","5 (Least important)"
1762380119.595,"Türkçe -Turkish","Chemical Engineering","No","2nd year","21–23","Female","0–2.0","No",4,3,3,"Sometimes","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","University reputation",NA,NA,"Abroad","50.000–69.999","In-office",3,2,2,1,3,5,4,4,4,2,"3.0","2.0","4.0","5 (Least important)","1 (Most important)"
1762380706.614,"Türkçe -Turkish","Mechanical Engineering","No","1st year","18–20","Male","3.51–4.0","No",4,5,4,"Rarely","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","University reputation",NA,NA,"In Turkey – international company","30.000–49.999","In-office",3,3,4,2,2,2,3,2,4,1,"1 (Most important)","2.0","5 (Least important)","3.0","4.0"
1762381304.157,"Türkçe -Turkish","Industrial Engineering","No","Preparatory","Under 18","Female","3.01–3.5","No",2,4,3,"Rarely","Rarely active","Start a full-time job",NA,NA,NA,NA,2,"Not sure",NA,NA,NA,NA,"In Turkey – local company","50.000–69.999","In-office",2,3,3,1,4,5,5,3,3,4,"1 (Most important)","2.0","5 (Least important)","4.0","3.0"
1762383930.057,"Türkçe -Turkish","Mechanical Engineering","No","4th year","21–23","Male","2.01–2.5","No",3,1,2,"Rarely","Active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","University reputation",NA,NA,"Abroad","70.000–99.999","Hybrid",3,4,2,3,4,4,4,2,1,2,"5 (Least important)","2.0","1 (Most important)","3.0","4.0"
1762384364.785,"Türkçe -Turkish","Environmental Engineering","No","4th year","21–23","Female","2.51–3.0","No",3,4,4,"Rarely","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain experience abroad","University reputation",NA,NA,"Abroad","50.000–69.999","In-office",4,2,4,1,2,5,4,3,3,3,"1 (Most important)","2.0","4.0","3.0","5 (Least important)"
1762386223.609,"Türkçe -Turkish","Chemistry","No","2nd year","18–20","Female","2.51–3.0","No",4,4,3,"Rarely","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","University reputation",NA,NA,"In Turkey – international company","30.000–49.999","In-office",4,3,3,1,3,4,5,5,3,3,"4.0","5 (Least important)","1 (Most important)","2.0","3.0"
1762386682.701,"Türkçe -Turkish","Mechanical Engineering","No","1st year","21–23","Non-binary","2.01–2.5","Yes, part-time",2,5,5,"Sometimes","Active","Take a gap year",5,"Travel / cultural exchange",NA,NA,NA,NA,NA,NA,NA,NA,"Abroad","30.000–49.999","Hybrid",5,3,1,5,4,5,4,4,5,5,"3.0","2.0","5 (Least important)","4.0","1 (Most important)"
1762388412.59,"Türkçe -Turkish","Computer Engineering","No","Preparatory","Under 18","Male","3.01–3.5","No",4,4,3,"Never","Active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain experience abroad","Scholarship / financial support",NA,NA,"Abroad","70.000–99.999","Hybrid",3,5,2,1,4,5,3,2,2,2,"2.0","1 (Most important)","5 (Least important)","4.0","3.0"
1762394530.417,"Türkçe -Turkish","Business Administration","No","1st year","18–20","Female","3.51–4.0","No",3,4,4,"Rarely","Not active at all","Take a gap year",3,"Yatmak",NA,NA,NA,NA,NA,NA,NA,NA,"In Turkey – international company","50.000–69.999","Hybrid",5,4,2,1,5,4,5,5,1,2,"2.0","1 (Most important)","5 (Least important)","3.0","4.0"
1762420855.535,"Türkçe -Turkish","Electrical and Electronics Engineering","No","1st year","18–20","Male","3.01–3.5","No",4,5,4,"Rarely","Rarely active","Start a full-time job",NA,NA,NA,NA,5,"Yes",NA,NA,NA,NA,"Abroad","70.000–99.999","Hybrid",4,2,2,1,4,5,3,3,2,1,"4.0","3.0","5 (Least important)","1 (Most important)","2.0"
1762422154.521,"Türkçe -Turkish","Statistics","No","2nd year","21–23","Male","3.01–3.5","No",3,3,4,"Rarely","Not active at all","Start a full-time job",NA,NA,NA,NA,3,"Probably yes",NA,NA,NA,NA,"Own business","50.000–69.999","Hybrid",5,4,2,4,5,5,3,3,1,3,"3.0","1 (Most important)","5 (Least important)","2.0","4.0"
1762432736.464,"Türkçe -Turkish","Philosophy","No","1st year","21–23","Female","2.01–2.5","No",3,3,3,"Sometimes","Not active at all","Start my own business",NA,NA,"Family or friends support","Food / Tourism / Retail",NA,NA,NA,NA,NA,NA,"Own business","100.000+","In-office",5,1,1,1,3,2,2,1,3,3,"3.0","2.0","4.0","5 (Least important)","1 (Most important)"
1762434792.012,"Türkçe -Turkish","Statistics","No","3rd year","21–23","Female","3.01–3.5","Yes, part-time",1,3,1,"Never","Not active at all","Start a full-time job",NA,NA,NA,NA,4,"Yes",NA,NA,NA,NA,"In Turkey – local company","50.000–69.999","Hybrid",4,3,1,4,4,5,4,2,3,4,"2.0","1 (Most important)","5 (Least important)","4.0","3.0"
1762435196.329,"Türkçe -Turkish","Civil Engineering","No","2nd year","24 and over","Male","2.01–2.5","No",3,4,3,"Often","Active","Take a gap year",3,"Travel / cultural exchange",NA,NA,NA,NA,NA,NA,NA,NA,"In Turkey – international company","70.000–99.999","Hybrid",5,4,1,2,2,5,5,5,4,2,"2.0","3.0","1 (Most important)","5 (Least important)","4.0"
1762439332.385,"Türkçe -Turkish","Business Administration","No","1st year","18–20","Female","2.51–3.0","No",4,5,5,"Sometimes","Very active","Start a full-time job",NA,NA,NA,NA,3,"Yes",NA,NA,NA,NA,"In Turkey – international company","50.000–69.999","Hybrid",4,1,2,3,3,5,3,4,5,3,"2.0","1 (Most important)","5 (Least important)","4.0","3.0"
1762452666.614,"Türkçe -Turkish","Statistics","No","3rd year","21–23","Female","2.51–3.0","No",2,1,4,"Sometimes","Active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","University reputation",NA,NA,"Abroad","50.000–69.999","Hybrid",4,3,2,2,4,5,2,1,5,3,"3.0","1 (Most important)","5 (Least important)","2.0","4.0"
1762452750.366,"Türkçe -Turkish","Chemical Engineering","No","Master's","21–23","Female","0–2.0","No",3,4,4,"Sometimes","Active","Start a full-time job",NA,NA,NA,NA,3,"Yes",NA,NA,NA,NA,"In Turkey – international company","70.000–99.999","Hybrid",4,2,2,1,3,4,4,4,3,2,"1 (Most important)","2.0","4.0","3.0","5 (Least important)"
1762517656.93,"Türkçe -Turkish","Statistics","No","3rd year","21–23","Male","3.01–3.5","No",3,2,3,"Rarely","Rarely active","Start a full-time job",NA,NA,NA,NA,4,"Yes",NA,NA,NA,NA,"Abroad","50.000–69.999","Hybrid",4,4,2,3,3,5,4,2,4,2,"3.0","2.0","5 (Least important)","1 (Most important)","4.0"
1762518243.688,"Türkçe -Turkish","Statistics","No","2nd year","18–20","Male","3.01–3.5","No",3,4,5,"Sometimes","Active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","Job opportunities",NA,NA,"Abroad","50.000–69.999","Hybrid",4,4,2,2,3,4,4,4,2,2,"4.0","2.0","1 (Most important)","3.0","5 (Least important)"
1762523775.105,"Türkçe -Turkish","Statistics","No","4th year","21–23","Female","3.01–3.5","Yes, part-time",4,3,5,"Often","Active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"Academic career goal","University reputation",NA,NA,"In Turkey – international company","70.000–99.999","Hybrid",3,3,2,2,3,4,4,2,2,1,"1 (Most important)","2.0","5 (Least important)","4.0","3.0"
1762529032.313,"Türkçe -Turkish","Statistics","No","4th year","21–23","Male","3.01–3.5","No",2,2,4,"Never","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","Scholarship / financial support",NA,NA,"In Turkey – international company","70.000–99.999","Fully remote",2,4,4,1,5,2,4,5,3,4,"2.0","3.0","1 (Most important)","4.0","5 (Least important)"
1762532566.064,"Türkçe -Turkish","Statistics","No","2nd year","21–23","Male","3.01–3.5","No",3,4,5,"Sometimes","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain experience abroad","Job opportunities",NA,NA,"Abroad","50.000–69.999","Hybrid",4,3,1,3,5,5,5,5,4,2,"1 (Most important)","2.0","4.0","3.0","5 (Least important)"
1762534455.439,"Türkçe -Turkish","Physics Education","No","Master","24 and over","Female","3.51–4.0","Yes, part-time",4,4,4,"Very often","Active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"Academic career goal","University reputation",NA,NA,"Own business","70.000–99.999","Hybrid",3,5,2,5,5,2,4,3,4,1,"1 (Most important)","3.0","2.0","4.0","5 (Least important)"
1762535482.065,"Türkçe -Turkish","Computer Engineering","No","3rd year","21–23","Male","2.51–3.0","No",3,4,4,"Sometimes","Somewhat active","Start my own business",NA,NA,"Personal savings","Technology / Software",NA,NA,NA,NA,NA,NA,"Own business","100.000+","In-office",4,1,2,3,2,3,3,1,5,2,"4.0","1 (Most important)","3.0","2.0","5 (Least important)"
1762535759.854,"Türkçe -Turkish","Statistics","No","2nd year","18–20","Male","3.51–4.0","No",3,2,4,"Sometimes","Somewhat active","Start a full-time job",NA,NA,NA,NA,5,"Yes",NA,NA,NA,NA,"In Turkey – international company","30.000–49.999","Hybrid",4,2,2,3,5,4,4,4,5,4,"4.0","5 (Least important)","1 (Most important)","2.0","3.0"
1762537099.069,"Türkçe -Turkish","Physics","No","2nd year","18–20","Male","3.51–4.0","No",2,4,1,"Never","Not active at all","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"Academic career goal","Scholarship / financial support",NA,NA,"I don't know","30.000–49.999","Hybrid",3,1,1,3,3,3,4,3,2,3,"2.0","5 (Least important)","3.0","4.0","1 (Most important)"
1762610718.481,"Türkçe -Turkish","Physics","Yes, double major","4th year","21–23","Prefer not to say","3.51–4.0","Yes, part-time",2,2,2,"Very often","Very active","Take a gap year",5,"Travel / cultural exchange",NA,NA,NA,NA,NA,NA,NA,NA,"Abroad","100.000+","In-office",1,1,1,5,5,5,1,5,2,1,"4.0","3.0","1 (Most important)","5 (Least important)","2.0"
1762717877.158,"Türkçe -Turkish","Electrical and Electronics Engineering","No","2nd year","21–23","Female","3.51–4.0","No",2,3,3,"Sometimes","Somewhat active","Start a full-time job",NA,NA,NA,NA,4,"Probably yes",NA,NA,NA,NA,"Abroad","50.000–69.999","Hybrid",5,3,1,2,5,5,5,4,2,3,"1 (Most important)","2.0","3.0","5 (Least important)","4.0"
1762723860.218,"Türkçe -Turkish","Aerospace Engineering","Yes, double major","3rd year","21–23","Male","3.51–4.0","No",3,3,5,"Sometimes","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","Danışman kalitesi",NA,NA,"I don't know","Prefer not to say","Hybrid",2,5,2,2,3,5,4,4,3,3,"5 (Least important)","3.0","4.0","1 (Most important)","2.0"
1762763652.93,"Türkçe -Turkish","Electrical and Electronics Engineering","No","4th year","21–23","Female","3.51–4.0","No",4,3,5,"Sometimes","Active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain a competitive advantage in the job market","Danışman kalitesi",NA,NA,"I don't know","70.000–99.999","Hybrid",4,2,4,2,3,5,3,4,3,2,"5 (Least important)","2.0","4.0","1 (Most important)","3.0"
1762763910.707,"Türkçe -Turkish","Electrical and Electronics Engineering","Yes, double major","5.0","21–23","Male","3.51–4.0","No",4,4,5,"Rarely","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"Academic career goal","University reputation",NA,NA,"I don't know","70.000–99.999","Hybrid",2,3,5,1,4,5,3,3,3,3,"1 (Most important)","2.0","3.0","5 (Least important)","4.0"
1762766660.856,"Türkçe -Turkish","Physics","No","2nd year","18–20","Male","3.01–3.5","No",2,3,3,"Never","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"Academic career goal","Danışman kalitesi",NA,NA,"Abroad","70.000–99.999","Hybrid",4,2,1,1,2,5,3,4,2,4,"2.0","4.0","1 (Most important)","3.0","5 (Least important)"
1762770789.116,"Türkçe -Turkish","Computer Engineering","No","4th year","21–23","Male","3.51–4.0","Yes, part-time",4,2,5,"Rarely","Not active at all","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","University reputation",NA,NA,"Own business","100.000+","Hybrid",4,3,3,1,5,5,3,2,2,1,"3.0","5 (Least important)","2.0","1 (Most important)","4.0"
1762775968.115,"Türkçe -Turkish","Computer Engineering","No","4th year","24 and over","Male","2.01–2.5","No",3,3,4,"Rarely","Not active at all","Start a full-time job",NA,NA,NA,NA,5,"Yes",NA,NA,NA,NA,"In Turkey – local company","70.000–99.999","Hybrid",4,5,2,2,2,5,3,3,4,2,"5 (Least important)","4.0","3.0","2.0","1 (Most important)"
1762780169.893,"Türkçe -Turkish","Statistics","No","3rd year","21–23","Male","2.51–3.0","No",1,1,4,"Sometimes","Somewhat active","Start a full-time job",NA,NA,NA,NA,4,"Yes",NA,NA,NA,NA,"Abroad","50.000–69.999","Hybrid",2,5,2,1,5,5,5,3,4,2,"1 (Most important)","3.0","5 (Least important)","4.0","2.0"
1762780219.1,"Türkçe -Turkish","Statistics","No","3rd year","21–23","Male","2.51–3.0","Yes, part-time",3,4,4,"Rarely","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain experience abroad","Location (country / city)",NA,NA,"Abroad","50.000–69.999","Hybrid",5,2,1,1,4,5,4,3,3,2,"2.0","1 (Most important)","5 (Least important)","3.0","4.0"
1762780307.346,"Türkçe -Turkish","Physics Education","No","2nd year","21–23","Male","2.01–2.5","Yes, part-time",4,3,3,"Rarely","Not active at all","Emin değilim, kervan yolda düzülür mantığı ile hareket edicem şimdilik.",NA,NA,NA,NA,NA,NA,NA,NA,4,"After gaining work experience","Own business","70.000–99.999","Hybrid",3,1,2,3,3,4,5,3,2,2,"2.0","1 (Most important)","5 (Least important)","4.0","3.0"
1762783027.191,"Türkçe -Turkish","Philosophy","No","4th year","24 and over","Non-binary","3.01–3.5","Yes, part-time",2,3,4,"Sometimes","Rarely active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","Scholarship / financial support",NA,NA,"In Turkey – local company","<30.000","Hybrid",3,3,1,5,4,4,5,5,4,3,"1 (Most important)","5 (Least important)","2.0","3.0","4.0"
1762950049.572,"Türkçe -Turkish","Physics","No","4th year","21–23","Male","3.51–4.0","No",3,2,4,"Often","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"Academic career goal","Danışman kalitesi",NA,NA,"Abroad","50.000–69.999","In-office",4,1,1,2,4,5,5,4,3,2,"2.0","5 (Least important)","1 (Most important)","4.0","3.0"
1762983451.81,"Türkçe -Turkish","Statistics","Yes, minor","3rd year","21–23","Female","3.51–4.0","No",3,2,5,"Never","Somewhat active","Start a full-time job",NA,NA,NA,NA,5,"Probably yes",NA,NA,NA,NA,"Abroad","70.000–99.999","Hybrid",3,4,1,4,5,5,4,3,4,5,"1 (Most important)","2.0","5 (Least important)","3.0","4.0"
1763031506.846,"Türkçe -Turkish","Computer Engineering","No","1st year","Under 18","Male","3.51–4.0","No",4,4,3,"Sometimes","Not active at all","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","University reputation",NA,NA,"In Turkey – international company","Prefer not to say","Hybrid",4,1,1,1,4,4,5,3,4,1,"1 (Most important)","3.0","4.0","5 (Least important)","2.0"
1763397943.555,"Türkçe -Turkish","Statistics","No","1st year","Under 18","Female","0–2.0","Yes, part-time",3,4,3,"Rarely","Rarely active","Start a full-time job",NA,NA,NA,NA,3,"Probably yes",NA,NA,NA,NA,"In Turkey – international company","50.000–69.999","Hybrid",4,3,1,2,4,5,3,3,3,3,"2.0","1 (Most important)","5 (Least important)","3.0","4.0"
1763410806.771,"Türkçe -Turkish","Statistics","No","2nd year","21–23","Female","2.51–3.0","No",4,4,4,"Sometimes","Somewhat active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","University reputation",NA,NA,"Abroad","50.000–69.999","Hybrid",5,3,2,2,4,5,4,4,4,4,"1 (Most important)","2.0","5 (Least important)","4.0","3.0"
1763469244.195,"Türkçe -Turkish","Statistics","No","3rd year","21–23","Female","3.01–3.5","No",2,1,4,"Rarely","Not active at all","Start a full-time job",NA,NA,NA,NA,4,"Probably yes",NA,NA,NA,NA,"Abroad","100.000+","In-office",4,3,4,1,5,5,2,5,1,1,"3.0","2.0","1 (Most important)","4.0","5 (Least important)"
1763723196.908,"Türkçe -Turkish","Statistics","No","3rd year","21–23","Male","2.01–2.5","Yes, part-time",1,2,4,"Sometimes","Somewhat active","Start a full-time job",NA,NA,NA,NA,4,"Probably yes",NA,NA,NA,NA,"I don't know","70.000–99.999","Fully remote",2,2,2,2,4,4,5,4,4,3,"5 (Least important)","2.0","1 (Most important)","3.0","4.0"
1764199294.225,"Türkçe -Turkish","Economics","No","Preparatory","18–20","Prefer not to say","3.51–4.0","Yes, part-time",3,2,5,"Never","Not active at all","Take a gap year",5,"Travel / cultural exchange",NA,NA,NA,NA,NA,NA,NA,NA,"Abroad","Prefer not to say","Hybrid",3,5,2,2,4,5,4,5,5,4,"2.0","3.0","5 (Least important)","4.0","1 (Most important)"
1764258499.875,"Türkçe -Turkish","Industrial Engineering","No","3rd year","21–23","Male","2.51–3.0","No",2,1,5,"Sometimes","Active","Start a full-time job",NA,NA,NA,NA,5,"Probably yes",NA,NA,NA,NA,"Abroad","70.000–99.999","Hybrid",3,1,1,1,4,5,3,5,5,2,"5 (Least important)","2.0","3.0","4.0","1 (Most important)"
1764768607.782,"Türkçe -Turkish","Statistics","No","2nd year","21–23","Female","2.51–3.0","No",1,2,3,"Very often","Very active","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain experience abroad","University reputation",NA,NA,"Abroad","70.000–99.999","Hybrid",3,4,5,3,5,5,4,5,1,5,"1 (Most important)","2.0","5 (Least important)","3.0","4.0"
1764768763.25,"Türkçe -Turkish","Environmental Engineering","No","2nd year","21–23","Female","2.01–2.5","No",3,2,4,"Rarely","Not active at all","Pursue a Master's or PhD",NA,NA,NA,NA,NA,NA,"To gain in-depth knowledge of my field","Scholarship / financial support",NA,NA,"In Turkey – international company","<30.000","In-office",4,2,2,3,3,5,5,4,2,4,"1 (Most important)","4.0","2.0","3.0","5 (Least important)"
1764768828.466,"Türkçe -Turkish","Chemical Engineering","No","2nd year","18–20","Female","2.01–2.5","No",2,3,1,"Never","Not active at all","Start a full-time job",NA,NA,NA,NA,5,"Probably yes",NA,NA,NA,NA,"In Turkey – international company","30.000–49.999","Hybrid",5,3,1,1,3,2,4,1,4,3,"2.0","1 (Most important)","5 (Least important)","3.0","4.0"
