"Timestamp","Bu formu hangi dilde doldurmak istersiniz?
Which language would you like to complete this form in?","1-Lütfen okuduğunuz bölümün veya anadalınızın adını seçiniz. (Eğer çift anadal yapıyorsanız, ana bölümünüzü belirtiniz.)","2- Şu anda çift anadal veya yandal programına kayıtlı mısınız?","3- Şu anda hangi sınıf düzeyindesiniz?","4-Lütfen yaş aralığınızı belirtiniz.","5-Cinsiyet kimliğinizi aşağıdakilerden hangisi en iyi tanımlar?","6-Lütfen güncel genel not ortalamanızı (4.00 üzerinden) belirtiniz.","7-Şu anda herhangi bir işte, stajda veya serbest (freelance) pozisyonda çalışıyor musunuz?","8-Üniversite eğitimimin beni işe yeterince hazırladığını düşünüyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)
","9-Üniversitemdeki kariyerle ilgili desteklerden ve kaynaklardan memnunum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)
","10-Mesleki ve teknik becerilerime (programlama, iletişim, ekip çalışması vb.) güveniyorum.
","11-Beceri geliştirme etkinliklerine (kurs, atölye, sertifika, yarışma vb.) ne sıklıkla katılıyorsunuz?
","12-Profesyonel bağlantı kurma konusunda (etkinlikler, LinkedIn, mentorluk vb.) ne kadar aktifsiniz?
","13-Mezuniyet sonrası öncelikli planınız nedir?
","14-Bu boş yılın (gap year) gelecekteki kariyerinize veya eğitiminize faydalı olacağından ne kadar eminsiniz?","15-Boş yılınız (gap year) boyunca ne yapmayı planlıyorsunuz?","14-İşinizi nasıl finanse etmeyi planlıyorsunuz?","15-İşinizi hangi sektörde kurmayı planlıyorsunuz?(Size uygun olan tüm seçenekleri seçiniz.)","14-Mezuniyetten sonraki 6 ay içinde iş bulma konusunda kendinize güveniniz:
","15-Bölümünüzle doğrudan ilgili bir alanda çalışmayı planlıyor musunuz?","14-Yüksek lisans veya doktora yapmayı istemenizin başlıca nedeni nedir?","15-Program seçiminde sizin için en önemli etken hangisidir?","14-Bu planınızdan ne kadar eminsiniz? (1 = Hiç emin değilim / 5 = Tamamen eminim)","15-Bu planınızı ne zaman uygulamaya başlamayı planlıyorsunuz?","16-Beş yıl sonra nerede çalışmayı hedefliyorsunuz?","17-İlk tam zamanlı işinizde beklediğiniz net aylık maaş nedir (TL)? Lütfen yaklaşık bir aralık belirtiniz.","18- Gelecekteki işiniz için hangi çalışma tarzını tercih edersiniz?","19-İş seçimimde en önemli etkenin maddi güvenlik olduğunu düşünüyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)
","20-İlk işimde üç yıldan az çalışmayı bekliyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)
","21-Sadece diplomamın iyi bir iş bulmam için yeterli olacağını düşünüyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)","22- İyi bir yaşam standardı sürdürebilmek için ikinci bir işe ihtiyaç duyabileceğimi düşünüyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)","23- Bir işte esnek çalışma imkânına (uzaktan çalışma, esnek saatler gibi) sahip olmak benim için önceliklidir. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)","24-Yurtdışında çalışma fırsatlarını değerlendirmeye açık olduğumu düşünüyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)
","25- İş–yaşam dengesinin kariyer prestijinden daha önemli olduğunu düşünüyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)
","26-Değerlerimle uyumlu bir iş için daha düşük bir maaşı kabul edebilirim. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)","27- Yüksek bir gelir düzeyi için haftada 40 saatten fazla çalışmam gerektiğini düşünüyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)","28-Uzun vadeli kariyer başarımın çalışkanlıktan çok şansa bağlı olduğunu düşünüyorum. (1 = Kesinlikle katılmıyorum → 5 = Tamamen katılıyorum)","29- Aşağıdaki faktörleri 1 (En önemli)’den 5 (En az önemli)’ye kadar önceliklerinize göre sıralayınız. Her sayı yalnızca bir kez kullanılabilir. [ İş–yaşam dengesi]","29- Aşağıdaki faktörleri 1 (En önemli)’den 5 (En az önemli)’ye kadar önceliklerinize göre sıralayınız. Her sayı yalnızca bir kez kullanılabilir. [ Yüksek maaş ve ek olanaklar]","29- Aşağıdaki faktörleri 1 (En önemli)’den 5 (En az önemli)’ye kadar önceliklerinize göre sıralayınız. Her sayı yalnızca bir kez kullanılabilir. [ Anlamlı iş (toplumsal katkı)]","29- Aşağıdaki faktörleri 1 (En önemli)’den 5 (En az önemli)’ye kadar önceliklerinize göre sıralayınız. Her sayı yalnızca bir kez kullanılabilir. [İş güvencesi]","29- Aşağıdaki faktörleri 1 (En önemli)’den 5 (En az önemli)’ye kadar önceliklerinize göre sıralayınız. Her sayı yalnızca bir kez kullanılabilir. [ Otonomi ve bağımsızlık]"
2025-11-04 15:14:11.243,"Türkçe -Turkish","Makina Mühendisliği","Hayır","3. sınıf","21–23","Erkek","0–2.0","Hayır",4,3,4,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","Üniversitenin itibarı",NA,NA,"Yurtdışında","50.000–69.999","Hibrit",2,5,1,1,4,5,4,5,3,1,"2.0","3.0","1 (En önemli)","5 (En az önemli)","4.0"
2025-11-04 15:26:27.189,"Türkçe -Turkish","İstatistik","Hayır","3. sınıf","24 ve üzeri","Erkek","2.01–2.5","Evet, yarı zamanlı",3,3,4,"Nadiren","Ara sıra aktifim","Kendi işimi kurmak",NA,NA,"Yatırımcılar veya girişim sermayesiyle","Teknoloji / Yazılım",NA,NA,NA,NA,NA,NA,"Kendi işimde","50.000–69.999","Tamamen uzaktan",1,3,1,2,5,5,4,5,2,1,"2.0","3.0","5 (En az önemli)","4.0","1 (En önemli)"
2025-11-04 15:44:43.156,"Türkçe -Turkish","Uluslararası İlişkiler","Evet, yandal yapıyorum","4. sınıf","21–23","Kadın","3.01–3.5","Hayır",3,1,3,"Nadiren","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Burs / finansal destek olanakları",NA,NA,"Türkiye’de – yerel firma","30.000–49.999","Hibrit",5,2,1,1,4,2,5,3,1,3,"3.0","1 (En önemli)","2.0","4.0","5 (En az önemli)"
2025-11-04 15:50:00.089,"Türkçe -Turkish","Kimya Mühendisliği","Hayır","2. sınıf","21–23","Erkek","2.01–2.5","Hayır",4,2,5,"Sık sık","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Konum (ülke / şehir)",NA,NA,"Türkiye’de – uluslararası firma","70.000–99.999","Ofiste",5,5,1,2,1,5,5,3,5,5,"3.0","1 (En önemli)","5 (En az önemli)","2.0","4.0"
2025-11-04 15:54:47.128,"Türkçe -Turkish","Gıda Mühendisliği","Hayır","4. sınıf","21–23","Kadın","2.01–2.5","Hayır",4,5,5,"Çok sık","Çok aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Yurtdışında","50.000–69.999","Hibrit",2,2,1,3,4,5,2,4,4,4,"1 (En önemli)","2.0","4.0","3.0","5 (En az önemli)"
2025-11-04 15:54:59.157,"Türkçe -Turkish","Petrol ve Doğal Gaz Mühendisliği","Hayır","2. sınıf","21–23","Erkek","2.51–3.0","Hayır",3,2,5,"Hiçbir zaman","Hiç aktif değilim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Yurtdışında","100.000+","Hibrit",4,2,4,1,3,5,4,3,3,2,"5 (En az önemli)","2.0","1 (En önemli)","3.0","4.0"
2025-11-04 15:58:01.574,"Türkçe -Turkish","İnşaat Mühendisliği","Hayır","1. sınıf","18–20","Kadın","3.01–3.5","Hayır",4,2,4,"Ara sıra","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","30.000–49.999","Ofiste",4,2,3,2,5,5,3,3,4,2,"4.0","5 (En az önemli)","1 (En önemli)","3.0","2.0"
2025-11-04 16:02:11.089,"Türkçe -Turkish","İstatistik","Hayır","2. sınıf","21–23","Kadın","2.51–3.0","Evet, stajyer olarak",1,1,5,"Hiçbir zaman","Nadiren aktifim","Evlenmek",NA,NA,NA,NA,NA,NA,NA,NA,5,"Mezuniyetin hemen ardından","Bilmiyorum","100.000+","Tamamen uzaktan",3,1,1,3,5,1,5,5,2,3,"1 (En önemli)","4.0","5 (En az önemli)","3.0","2.0"
2025-11-04 16:07:07.855,"Türkçe -Turkish","İktisat","Hayır","4. sınıf","24 ve üzeri","Kadın","3.01–3.5","Hayır",3,3,1,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Türkiye’de – yerel firma","100.000+","Hibrit",4,1,1,3,3,3,1,1,3,3,"1 (En önemli)","3.0","4.0","5 (En az önemli)","2.0"
2025-11-04 16:07:18.012,"Türkçe -Turkish","İktisat","Hayır","4. sınıf","24 ve üzeri","Kadın","3.01–3.5","Hayır",3,3,1,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Türkiye’de – yerel firma","100.000+","Hibrit",4,1,1,3,3,3,1,1,3,3,"1 (En önemli)","3.0","4.0","5 (En az önemli)","2.0"
2025-11-04 16:32:38.206,"Türkçe -Turkish","Bilgisayar Mühendisliği","Hayır","2. sınıf","18–20","Erkek","3.01–3.5","Evet, stajyer olarak",3,5,4,"Nadiren","Çok aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Yurtdışında","100.000+","Hibrit",3,3,2,1,2,5,4,3,2,1,"1 (En önemli)","2.0","3.0","4.0","5 (En az önemli)"
2025-11-04 16:46:06.521,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","2. sınıf","21–23","Erkek","3.01–3.5","Hayır",1,2,3,"Nadiren","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,2,"Evet",NA,NA,NA,NA,"Yurtdışında","50.000–69.999","Hibrit",1,4,2,3,5,5,5,5,4,4,"1 (En önemli)","5 (En az önemli)","4.0","3.0","2.0"
2025-11-04 16:59:04.763,"Türkçe -Turkish","Petrol ve Doğal Gaz Mühendisliği","Hayır","1. sınıf","21–23","Erkek","0–2.0","Hayır",3,2,4,"Nadiren","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","Üniversitenin itibarı",NA,NA,"Yurtdışında","100.000+","Hibrit",4,3,3,1,2,5,4,3,2,2,"3.0","2.0","5 (En az önemli)","4.0","1 (En önemli)"
2025-11-04 17:04:25.74,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","3. sınıf","21–23","Kadın","2.01–2.5","Hayır",3,2,5,"Sık sık","Sık aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Türkiye’de – yerel firma","70.000–99.999","Ofiste",3,5,3,1,3,5,5,4,4,2,"1 (En önemli)","3.0","2.0","4.0","5 (En az önemli)"
2025-11-04 17:43:07.599,"Türkçe -Turkish","Çevre Mühendisliği","Hayır","1. sınıf","21–23","Erkek","2.01–2.5","Hayır",2,3,5,"Ara sıra","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","Üniversitenin itibarı",NA,NA,"Bilmiyorum","30.000–49.999","Hibrit",3,5,2,3,1,5,4,5,4,3,"1 (En önemli)","2.0","4.0","5 (En az önemli)","3.0"
2025-11-04 17:54:33.799,"Türkçe -Turkish","Makina Mühendisliği","Hayır","1. sınıf","18–20","Erkek","3.01–3.5","Hayır",4,4,5,"Nadiren","Hiç aktif değilim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","70.000–99.999","Ofiste",5,4,4,2,2,5,5,3,5,3,"1 (En önemli)","2.0","5 (En az önemli)","3.0","4.0"
2025-11-04 18:27:44.071,"Türkçe -Turkish","Kimya Mühendisliği","Hayır","2. sınıf","18–20","Kadın","2.01–2.5","Hayır",2,1,3,"Hiçbir zaman","Hiç aktif değilim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Muhtemelen evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","30.000–49.999","Hibrit",5,1,1,2,3,1,4,1,3,3,"3.0","1 (En önemli)","5 (En az önemli)","2.0","4.0"
2025-11-04 19:24:33.582,"Türkçe -Turkish","İktisat","Hayır","2. sınıf","21–23","Kadın","0–2.0","Evet, yarı zamanlı",1,2,4,"Ara sıra","Nadiren aktifim","Kendi işimi kurmak",NA,NA,"Aile veya arkadaş desteğiyle","Yaratıcı Endüstriler (Medya, Tasarım, Pazarlama)",NA,NA,NA,NA,NA,NA,"Kendi işimde","50.000–69.999","Hibrit",5,3,2,5,5,5,5,5,5,2,"1 (En önemli)","2.0","5 (En az önemli)","4.0","3.0"
2025-11-04 19:24:48.962,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","1. sınıf","18–20","Erkek","0–2.0","Hayır",3,4,2,"Ara sıra","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Yurtdışında","Belirtmek istemiyorum","Ofiste",2,4,1,2,1,5,3,5,3,1,"1 (En önemli)","4.0","3.0","2.0","5 (En az önemli)"
2025-11-04 19:32:31.51,"Türkçe -Turkish","Metalurji ve Malzeme Mühendisliği","Hayır","3. sınıf","21–23","Erkek","2.51–3.0","Hayır",1,1,5,"Ara sıra","Çok aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","Üniversitenin itibarı",NA,NA,"Bilmiyorum","50.000–69.999","Hibrit",4,5,3,2,3,5,5,4,1,2,"1 (En önemli)","2.0","4.0","5 (En az önemli)","3.0"
2025-11-04 19:39:58.662,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","3. sınıf","21–23","Erkek","2.51–3.0","Hayır",3,1,5,"Nadiren","Nadiren aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Muhtemelen evet",NA,NA,NA,NA,"Bilmiyorum","100.000+","Ofiste",4,4,3,2,3,5,3,4,3,2,"3.0","1 (En önemli)","5 (En az önemli)","4.0","2.0"
2025-11-04 19:54:00.913,"Türkçe -Turkish","İstatistik","Hayır","3. sınıf","18–20","Kadın","2.51–3.0","Hayır",3,3,4,"Ara sıra","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","İş olanakları",NA,NA,"Yurtdışında","70.000–99.999","Ofiste",4,2,3,2,4,5,3,2,3,2,"1 (En önemli)","4.0","2.0","3.0","5 (En az önemli)"
2025-11-04 21:10:51.275,"Türkçe -Turkish","Tarih","Evet, yandal yapıyorum","2. sınıf","18–20","Erkek","3.51–4.0","Hayır",2,1,5,"Nadiren","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Ankara + İngilizce eğitim",NA,NA,"Bilmiyorum","<30.000","Ofiste",3,3,1,2,1,4,5,5,3,5,"1 (En önemli)","5 (En az önemli)","3.0","4.0","2.0"
2025-11-04 22:05:45.098,"Türkçe -Turkish","Metalurji ve Malzeme Mühendisliği","Hayır","3. sınıf","21–23","Kadın","2.51–3.0","Hayır",2,2,3,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Yurtdışında","50.000–69.999","Hibrit",4,4,1,2,3,5,2,2,4,3,"3.0","1 (En önemli)","5 (En az önemli)","4.0","2.0"
2025-11-04 23:38:11.165,"Türkçe -Turkish","İstatistik","Hayır","1. sınıf","18–20","Kadın","3.51–4.0","Hayır",3,3,4,"Nadiren","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","Üniversitenin itibarı",NA,NA,"Türkiye’de – uluslararası firma","70.000–99.999","Hibrit",4,2,1,2,5,5,5,3,2,3,"2.0","5 (En az önemli)","4.0","1 (En önemli)","3.0"
2025-11-04 23:53:11.47,"Türkçe -Turkish","İstatistik","Hayır","3. sınıf","21–23","Kadın","2.51–3.0","Evet, yarı zamanlı",3,3,4,"Ara sıra","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","İş olanakları",NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Hibrit",3,4,2,1,2,4,3,2,3,2,"2.0","1 (En önemli)","5 (En az önemli)","4.0","3.0"
2025-11-05 03:44:52.699,"Türkçe -Turkish","Makina Mühendisliği","Hayır","2. sınıf","21–23","Erkek","2.01–2.5","Hayır",4,4,4,"Ara sıra","Hiç aktif değilim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Yurtdışında","70.000–99.999","Ofiste",4,4,2,1,2,5,2,2,2,3,"4.0","1 (En önemli)","5 (En az önemli)","2.0","3.0"
2025-11-05 12:10:03.758,"Türkçe -Turkish","İktisat","Hayır","1. sınıf","18–20","Erkek","3.01–3.5","Hayır",4,5,5,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","Üniversitenin itibarı",NA,NA,"Yurtdışında","30.000–49.999","Hibrit",5,3,1,1,4,5,5,3,3,2,"5 (En az önemli)","3.0","1 (En önemli)","2.0","4.0"
2025-11-05 13:09:40.251,"Türkçe -Turkish","Metalurji ve Malzeme Mühendisliği","Evet, yandal yapıyorum","4. sınıf","24 ve üzeri","Erkek","3.51–4.0","Evet, stajyer olarak",1,4,3,"Ara sıra","Çok aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Konum (ülke / şehir)",NA,NA,"Yurtdışında","50.000–69.999","Tamamen uzaktan",5,5,1,5,5,5,2,5,3,5,"3.0","1 (En önemli)","2.0","4.0","5 (En az önemli)"
2025-11-05 13:18:54.901,"Türkçe -Turkish","İnşaat Mühendisliği","Hayır","1. sınıf","18–20","Erkek","2.01–2.5","Hayır",4,4,5,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","Üniversitenin itibarı",NA,NA,"Yurtdışında","70.000–99.999","Ofiste",4,3,5,1,2,5,4,2,3,3,"2.0","1 (En önemli)","4.0","3.0","5 (En az önemli)"
2025-11-05 13:24:23.655,"Türkçe -Turkish","Uluslararası İlişkiler","Hayır","4. sınıf","21–23","Erkek","3.51–4.0","Evet, yarı zamanlı",1,1,1,"Ara sıra","Çok aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,3,"Muhtemelen hayır",NA,NA,NA,NA,"Bilmiyorum","30.000–49.999","Hibrit",2,4,1,4,5,5,3,3,5,5,"1 (En önemli)","2.0","5 (En az önemli)","4.0","3.0"
2025-11-05 13:46:08.547,"Türkçe -Turkish","Kimya Mühendisliği","Hayır","3. sınıf","21–23","Erkek","0–2.0","Hayır",3,3,4,"Nadiren","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","70.000–99.999","Ofiste",4,2,5,1,2,3,3,3,2,3,"5 (En az önemli)","3.0","2.0","4.0","1 (En önemli)"
2025-11-05 13:51:32.273,"Türkçe -Turkish","Uluslararası İlişkiler","Hayır","2. sınıf","18–20","Kadın","3.51–4.0","Hayır",3,3,4,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Yurtdışında deneyim kazanmak","İş olanakları",NA,NA,"Türkiye’de – uluslararası firma","30.000–49.999","Hibrit",4,5,1,4,3,4,3,4,5,5,"3.0","1 (En önemli)","2.0","4.0","5 (En az önemli)"
2025-11-05 14:10:29.484,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","1. sınıf","18–20","Erkek","3.51–4.0","Hayır",4,5,5,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Alanımı derinlemesine öğrenmek","Üniversitenin itibarı",NA,NA,"Yurtdışında","100.000+","Hibrit",4,3,4,1,4,5,3,2,1,1,"1 (En önemli)","2.0","5 (En az önemli)","4.0","3.0"
2025-11-05 14:24:38.416,"Türkçe -Turkish","İstatistik","Hayır","1. sınıf","18–20","Erkek","3.51–4.0","Hayır",3,3,4,"Ara sıra","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Hibrit",4,4,2,1,2,4,5,4,3,4,"3.0","4.0","5 (En az önemli)","1 (En önemli)","2.0"
2025-11-05 14:47:05.925,"Türkçe -Turkish","Matematik","Hayır","1. sınıf","18–20","Erkek","3.01–3.5","Evet, yarı zamanlı",3,2,4,"Nadiren","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Üniversitenin itibarı",NA,NA,"Yurtdışında","50.000–69.999","Ofiste",2,3,1,2,3,4,4,5,3,2,"2.0","5 (En az önemli)","3.0","4.0","1 (En önemli)"
2025-11-05 14:59:48.76,"Türkçe -Turkish","Mimarlık","Hayır","4. sınıf","24 ve üzeri","Erkek","2.01–2.5","Evet, stajyer olarak",4,4,4,"Nadiren","Nadiren aktifim","Ara yıl (gap year) vermek",4,"Staj / iş deneyimi",NA,NA,NA,NA,NA,NA,NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Hibrit",4,3,2,3,3,4,5,4,3,3,"1 (En önemli)","2.0","5 (En az önemli)","4.0","3.0"
2025-11-05 15:08:28.849,"Türkçe -Turkish","Maden Mühendisliği","Hayır","2. sınıf","21–23","Erkek","0–2.0","Evet, yarı zamanlı",3,1,2,"Nadiren","Ara sıra aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Evet",NA,NA,NA,NA,"Yurtdışında","50.000–69.999","Ofiste",4,4,2,1,2,5,5,3,2,4,"5 (En az önemli)","4.0","1 (En önemli)","2.0","3.0"
2025-11-05 15:27:58.349,"Türkçe -Turkish","İnşaat Mühendisliği","Hayır","4. sınıf","21–23","Erkek","3.01–3.5","Hayır",2,4,4,"Ara sıra","Sık aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Konum (ülke / şehir)",NA,NA,"Yurtdışında","70.000–99.999","Hibrit",4,2,1,3,4,5,3,2,4,1,"4.0","2.0","5 (En az önemli)","1 (En önemli)","3.0"
2025-11-05 15:33:37.316,"Türkçe -Turkish","Fizik Eğitimi","Hayır","Hazırlık","18–20","Erkek","3.01–3.5","Hayır",3,4,4,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"Akademik kariyer hedefi (araştırma / öğretim üyesi olmak)","Burs / finansal destek olanakları",NA,NA,"Yurtdışında","100.000+","Ofiste",4,3,1,3,5,5,1,2,4,3,"4.0","1 (En önemli)","5 (En az önemli)","2.0","3.0"
2025-11-05 16:33:28.666,"Türkçe -Turkish","Elektrik ve Elektronik Mühendisliği","Hayır","2. sınıf","18–20","Erkek","3.01–3.5","Hayır",4,4,5,"Çok sık","Çok aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","Üniversitenin itibarı",NA,NA,"Yurtdışında","100.000+","Ofiste",5,3,3,3,2,5,5,5,4,2,"1 (En önemli)","2.0","4.0","3.0","5 (En az önemli)"
2025-11-05 16:48:02.904,"Türkçe -Turkish","İşletme","Hayır","Hazırlık","18–20","Erkek","3.51–4.0","Hayır",4,5,5,"Sık sık","Sık aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,4,"Evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Hibrit",3,2,1,1,4,3,4,4,4,1,"1 (En önemli)","2.0","3.0","5 (En az önemli)","4.0"
2025-11-05 16:53:33.245,"Türkçe -Turkish","Siyaset Bilimi ve Kamu Yönetimi","Hayır","2. sınıf","18–20","Kadın","3.01–3.5","Hayır",4,5,4,"Ara sıra","Nadiren aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","İş olanakları",NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Ofiste",2,2,3,1,4,5,5,3,3,2,"2.0","1 (En önemli)","5 (En az önemli)","3.0","4.0"
2025-11-05 16:56:37.928,"Türkçe -Turkish","Bilgisayar Mühendisliği","Hayır","4. sınıf","24 ve üzeri","Erkek","2.01–2.5","Evet, yarı zamanlı",4,1,4,"Nadiren","Hiç aktif değilim","Tam zamanlı işe başlamak",NA,NA,NA,NA,5,"Evet",NA,NA,NA,NA,"Türkiye’de – uluslararası firma","70.000–99.999","Ofiste",3,4,4,1,2,4,4,4,2,3,"2.0","1 (En önemli)","3.0","4.0","5 (En az önemli)"
2025-11-05 17:26:37.256,"Türkçe -Turkish","Maden Mühendisliği","Hayır","1. sınıf","18–20","Erkek","0–2.0","Hayır",4,3,4,"Ara sıra","Ara sıra aktifim","Yüksek lisans veya doktora yapmak",NA,NA,NA,NA,NA,NA,"İş piyasasında rekabet avantajı elde etmek","Üniversitenin itibarı",NA,NA,"Türkiye’de – uluslararası firma","50.000–69.999","Hibrit",3,4,4,2,2,5,5,4,2,3,"1 (En önemli)","2.0","5 (En az önemli)","3.0","4.0"
2025-11-05 17:30:10.772,"Türkçe -Turkish","Bilgisayar Mühendisliği","Hayır","Yüksek Lisans","24 ve üzeri","Erkek","3.51–4.0","Hayır",3,4,3,"Ara sıra","Nadiren aktifim","Tam zamanlı işe başlamak",NA,NA,NA,NA,3,"Muhtemelen evet",NA,NA,NA,NA,"Bilmiyorum","50.000–69.999","Tamamen uzaktan",4,3,1,2,4,4,5,3,2,3,"1 (En önemli)","2.0","3.0","4.0","5 (En az önemli)"
